,0
279,"[[ 0.253571   -0.95994598 -0.39846799]
 [ 0.47091699 -1.30407703 -1.32218897]
 [ 0.41657999 -1.63009596 -1.28596497]
 ..., 
 [ 0.126785   -0.90560901 -0.83315998]
 [ 0.19923399 -0.97805798 -0.83315998]
 [ 0.253571   -0.99616998 -0.92372102]]"
280,"[[ 0.16301    -1.08673096 -0.018112  ]
 [ 0.181122   -1.06861901 -0.018112  ]
 [ 0.16301    -1.06861901 -0.018112  ]
 ..., 
 [ 0.108673   -1.06861901 -0.018112  ]
 [ 0.108673   -1.08673096  0.        ]
 [ 0.126785   -1.06861901  0.        ]]"
281,"[[-0.434692   -2.3183589  -0.97805798]
 [-0.018112   -1.26785302 -0.38035601]
 [ 0.036224   -0.688263   -0.235458  ]
 ..., 
 [ 0.30790699 -0.126785    0.32601899]
 [ 0.50714099 -0.36224401  0.090561  ]
 [ 0.57959002 -0.47091699  0.108673  ]]"
282,"[[ 0.57959002 -0.72448701 -0.92372102]
 [ 0.59770203 -0.76071203 -0.94183302]
 [ 0.63392597 -0.76071203 -0.88749701]
 ..., 
 [ 0.65203899 -0.235458   -1.24974096]
 [ 0.57959002 -0.181122   -1.03239405]
 [ 0.57959002 -0.235458   -1.01428199]]"
283,"[[-1.25100005  0.91799998 -0.84799999]
 [-1.15499997  1.11099994 -0.83099997]
 [-0.90100002  0.90100002 -1.31200004]
 ..., 
 [-0.472       1.44299996 -0.29699999]
 [-0.50700003  1.32099998 -0.043     ]
 [-0.36700001  1.45200002 -0.227     ]]"
284,"[[-0.235458   -0.869385   -0.144897  ]
 [-0.19923399 -0.97805798 -0.054337  ]
 [-0.108673   -1.03239405 -0.126785  ]
 ..., 
 [-0.28979501 -1.63009596 -0.036224  ]
 [-0.27168301 -1.75688195 -0.144897  ]
 [-0.30790699 -1.72065699 -0.253571  ]]"
285,"[[ 0.26199999  0.63        0.122     ]
 [ 0.227       0.63800001  0.122     ]
 [ 0.20100001  0.64700001  0.087     ]
 ..., 
 [ 0.20999999  0.708       0.078     ]
 [ 0.21799999  0.71700001  0.096     ]
 [ 0.227       0.71700001  0.096     ]]"
286,"[[-2.15534997 -2.30024695 -0.090561  ]
 [-2.15534997 -2.30024695 -0.090561  ]
 [-2.30024695 -2.30024695  0.32601899]
 ..., 
 [-0.74259901 -2.30024695  1.03239405]
 [-0.59770203 -2.30024695  0.83315998]
 [-0.253571   -2.30024695  0.79693598]]"
287,"[[ 0.88749701 -0.36224401 -0.670151  ]
 [ 0.81504798 -0.38035601 -0.56147802]
 [ 0.83315998 -0.36224401 -0.48902899]
 ..., 
 [ 0.072449   -0.99616998  0.072449  ]
 [ 0.108673   -0.95994598  0.090561  ]
 [ 0.090561   -1.08673096 -0.072449  ]]"
288,"[[-0.054337   -0.47091699 -1.08673096]
 [-0.018112   -0.47091699 -1.06861901]
 [ 0.018112   -0.45280501 -1.05050695]
 ..., 
 [-0.181122   -0.81504798 -0.41657999]
 [-0.126785   -0.81504798 -0.434692  ]
 [-0.090561   -0.83315998 -0.525253  ]]"
289,"[[-1.35841405 -1.59387195  0.036224  ]
 [-1.28596497 -1.919891   -0.018112  ]
 [-1.376526   -2.3183589  -0.48902899]
 ..., 
 [-0.253571    0.28979501 -0.28979501]
 [-0.434692    0.27168301 -0.32601899]
 [-0.57959002  0.19923399 -0.108673  ]]"
290,"[[ 0.77882397 -0.61581397 -0.48902899]
 [ 0.76071203 -0.63392597 -0.48902899]
 [ 0.76071203 -0.61581397 -0.47091699]
 ..., 
 [ 0.30790699 -0.054337   -1.05050695]
 [ 0.30790699 -0.090561   -1.06861901]
 [ 0.28979501 -0.090561   -1.10484302]]"
291,"[[-0.72448701 -0.670151   -0.32601899]
 [-0.74259901 -0.706375   -0.30790699]
 [-0.74259901 -0.688263   -0.30790699]
 ..., 
 [ 0.76071203  0.         -0.59770203]
 [ 0.88749701  0.217346   -0.61581397]
 [ 0.83315998  0.253571   -0.525253  ]]"
292,"[[-0.217346    0.90560901 -0.072449  ]
 [-0.27168301  1.08673096 -0.16301   ]
 [-0.32601899  1.24974096 -0.36224401]
 ..., 
 [-0.018112    0.74259901 -0.34413099]
 [-0.126785    0.72448701 -0.30790699]
 [-0.217346    0.74259901 -0.28979501]]"
293,"[[ 0.41657999 -1.59387195  0.34413099]
 [ 0.38035601 -1.43086195  0.34413099]
 [ 0.27168301 -1.30407703  0.28979501]
 ..., 
 [ 0.090561   -0.688263   -0.126785  ]
 [ 0.072449   -0.670151   -0.217346  ]
 [ 0.054337   -0.63392597 -0.28979501]]"
294,"[[ 0.236       0.91000003  0.        ]
 [ 0.271       0.92699999 -0.008     ]
 [ 0.29699999  0.91000003  0.008     ]
 ..., 
 [ 0.43700001  1.17200005  0.087     ]
 [ 0.38499999  1.15499997  0.052     ]
 [ 0.37599999  1.18099999  0.061     ]]"
295,"[[-2.01045203 -2.3183589   2.3183589 ]
 [-2.13723803 -2.3183589  -0.76071203]
 [-1.14106798 -1.919891   -2.30024695]
 ..., 
 [-0.090561   -1.15918005  0.99616998]
 [ 0.108673   -1.17729199  1.213516  ]
 [ 0.235458   -1.46708703  1.28596497]]"
296,"[[ 0.706375   -0.92372102  0.054337  ]
 [ 0.670151   -0.92372102  0.126785  ]
 [ 0.688263   -0.95994598  0.16301   ]
 ..., 
 [ 0.99616998 -0.851273    0.181122  ]
 [ 1.05050695 -0.90560901  0.181122  ]
 [ 1.10484302 -0.688263    0.19923399]]"
297,"[[ 0.72448701 -0.670151   -0.41657999]
 [ 0.706375   -0.63392597 -0.41657999]
 [ 0.688263   -0.65203899 -0.41657999]
 ..., 
 [-0.144897   -0.72448701 -1.30407703]
 [-0.144897   -0.72448701 -1.19540405]
 [-0.126785   -0.74259901 -1.01428199]]"
298,"[[-0.56147802 -1.01428199  0.45280501]
 [-0.108673   -1.376526    0.706375  ]
 [-0.090561   -1.34030199  0.28979501]
 ..., 
 [ 0.45280501 -0.61581397  0.76071203]
 [ 0.34413099 -0.072449   -0.30790699]
 [ 0.92372102 -0.108673   -2.30024695]]"
299,"[[-0.41657999 -0.48902899  0.27168301]
 [-0.706375   -0.28979501  0.072449  ]
 [-0.76071203 -0.38035601 -0.34413099]
 ..., 
 [ 0.072449   -0.38035601 -0.036224  ]
 [ 0.054337   -0.38035601 -0.018112  ]
 [-0.018112   -0.36224401 -0.036224  ]]"
300,"[[-0.072449   -0.16301     1.12295496]
 [ 0.036224    0.036224    1.14106798]
 [ 0.108673    0.217346    1.213516  ]
 ..., 
 [-0.090561    0.072449    0.19923399]
 [-0.108673    0.217346   -0.108673  ]
 [-0.090561    0.36224401 -0.61581397]]"
301,"[[-1.97422802 -2.3183589   1.01428199]
 [-2.20968604 -2.3183589  -2.30024695]
 [-0.56147802 -1.14106798 -2.30024695]
 ..., 
 [ 1.05050695 -1.41275001 -1.82932997]
 [ 0.50714099 -1.86555505 -2.30024695]
 [ 0.018112   -2.06478906 -1.10484302]]"
302,"[[ 0.144897   -0.38035601 -0.97805798]
 [ 0.072449   -0.39846799 -1.06861901]
 [ 0.108673   -0.36224401 -1.06861901]
 ..., 
 [-0.090561   -1.01428199 -0.27168301]
 [-0.036224   -1.08673096 -0.181122  ]
 [-0.072449   -0.88749701 -0.090561  ]]"
303,"[[ 0.19923399 -2.01045203  0.16301   ]
 [-0.144897   -1.75688195 -0.32601899]
 [ 0.018112   -1.61198401 -0.253571  ]
 ..., 
 [-0.018112   -0.59770203 -0.28979501]
 [ 0.018112   -0.543365   -0.38035601]
 [ 0.072449   -0.57959002 -0.434692  ]]"
304,"[[ 0.090561   -1.03239405 -0.126785  ]
 [ 0.144897   -1.01428199 -0.144897  ]
 [ 0.126785   -1.01428199 -0.126785  ]
 ..., 
 [ 0.108673   -1.03239405 -0.181122  ]
 [ 0.108673   -1.05050695 -0.181122  ]
 [ 0.126785   -1.05050695 -0.16301   ]]"
305,"[[ 0.126785   -1.05050695  0.144897  ]
 [ 0.108673   -1.05050695  0.126785  ]
 [ 0.108673   -1.05050695  0.144897  ]
 ..., 
 [ 0.108673   -1.01428199  0.108673  ]
 [ 0.108673   -1.05050695  0.126785  ]
 [ 0.126785   -1.05050695  0.126785  ]]"
306,"[[ 2.30024695 -2.3183589   1.12295496]
 [ 0.50714099 -2.15534997  0.79693598]
 [ 0.47091699 -2.3183589   0.543365  ]
 ..., 
 [-0.99616998 -2.3183589  -0.50714099]
 [-0.94183302 -2.3183589  -0.65203899]
 [-0.63392597 -2.20968604  0.054337  ]]"
307,"[[ 0.253571   -1.01428199 -0.090561  ]
 [ 0.38035601 -1.19540405  0.181122  ]
 [ 0.45280501 -1.28596497  0.253571  ]
 ..., 
 [ 0.61581397 -0.90560901 -0.181122  ]
 [ 0.72448701 -1.24974096 -0.63392597]
 [ 0.94183302 -1.79310596 -1.52142298]]"
308,"[[ 0.39846799  0.688263    1.14106798]
 [ 0.235458    0.61581397  1.01428199]
 [ 0.054337    0.47091699  0.92372102]
 ..., 
 [ 0.108673   -0.88749701  0.27168301]
 [-0.108673   -0.543365    0.32601899]
 [-0.30790699 -0.28979501  0.30790699]]"
309,"[[-1.12        0.16599999  0.026     ]
 [-1.12        0.122      -0.017     ]
 [-1.17200005  0.07       -0.043     ]
 ..., 
 [-1.05799997 -0.15700001  0.37599999]
 [-1.04100001 -0.21799999  0.68199998]
 [-1.04100001 -0.21799999  0.866     ]]"
310,"[[-0.16301    -1.46708703 -1.17729199]
 [-0.235458   -1.70254505 -0.525253  ]
 [-0.126785   -1.90177906  0.48902899]
 ..., 
 [ 0.45280501 -1.03239405 -0.48902899]
 [ 0.45280501 -1.01428199 -0.32601899]
 [ 0.36224401 -1.01428199 -0.144897  ]]"
311,"[[-0.090561   -0.83315998 -0.47091699]
 [-0.072449   -0.88749701 -0.670151  ]
 [-0.090561   -0.88749701 -0.688263  ]
 ..., 
 [-0.45280501 -1.64820898 -0.072449  ]
 [-0.79693598 -1.75688195  0.108673  ]
 [-1.15918005 -1.90177906  0.19923399]]"
312,"[[ 0.253571   -0.144897   -0.99616998]
 [ 0.27168301 -0.144897   -1.01428199]
 [ 0.217346   -0.144897   -1.03239405]
 ..., 
 [ 0.688263   -1.88366699 -0.88749701]
 [ 0.74259901 -2.1915741  -0.688263  ]
 [ 0.63392597 -2.3183589  -0.59770203]]"
313,"[[-0.16301     0.19923399  0.        ]
 [-0.253571    0.108673   -0.054337  ]
 [-0.32601899  0.054337   -0.126785  ]
 ..., 
 [-0.036224    0.92372102 -0.36224401]
 [-0.054337    1.01428199 -0.28979501]
 [-0.036224    1.12295496 -0.45280501]]"
314,"[[-0.32601899  0.869385    0.41657999]
 [-0.19923399  0.74259901  0.34413099]
 [-0.126785    0.670151    0.32601899]
 ..., 
 [ 0.45280501  1.30407703  0.41657999]
 [ 0.434692    1.63009596  0.434692  ]
 [ 0.41657999  2.01045203  0.054337  ]]"
315,"[[ 0.41100001  0.97100002 -0.16599999]
 [ 0.38499999  0.97100002 -0.21799999]
 [ 0.36700001  0.98000002 -0.271     ]
 ..., 
 [-0.20100001  0.542      -0.096     ]
 [-0.192       0.542      -0.113     ]
 [-0.122       0.63       -0.07      ]]"
316,"[[ 0.19923399 -0.65203899 -0.76071203]
 [ 0.16301    -0.61581397 -0.79693598]
 [ 0.126785   -0.59770203 -0.81504798]
 ..., 
 [ 0.36224401 -0.61581397 -0.92372102]
 [ 0.36224401 -0.61581397 -0.92372102]
 [ 0.28979501 -0.688263   -0.869385  ]]"
317,"[[-0.57959002  0.57959002 -0.036224  ]
 [-0.83315998  0.688263    0.126785  ]
 [-1.05050695  0.76071203  0.30790699]
 ..., 
 [ 0.57959002  1.19540405 -0.76071203]
 [ 0.688263    1.24974096 -0.670151  ]
 [ 0.59770203  1.44897497 -0.39846799]]"
318,"[[-2.11912489 -2.1915741   0.072449  ]
 [-0.525253   -1.32218897  0.217346  ]
 [-0.61581397 -1.10484302  0.32601899]
 ..., 
 [ 0.217346   -0.79693598 -0.27168301]
 [-0.072449   -0.83315998 -0.41657999]
 [-0.217346   -0.869385   -0.525253  ]]"
319,"[[-0.434692   -0.41657999  0.45280501]
 [-0.32601899 -0.38035601 -0.39846799]
 [-0.253571   -0.181122   -0.61581397]
 ..., 
 [ 0.706375    1.81121802 -0.77882397]
 [ 0.74259901  1.75688195 -0.77882397]
 [ 0.59770203  1.97422802 -0.74259901]]"
320,"[[-0.018112   -0.92372102  0.090561  ]
 [-0.018112   -0.99616998  0.47091699]
 [ 0.126785   -0.74259901  0.47091699]
 ..., 
 [ 1.17729199  1.32218897 -0.94183302]
 [ 1.14106798  1.23162794 -0.525253  ]
 [ 1.08673096  1.14106798 -0.253571  ]]"
321,"[[ 0.072449    0.79693598 -0.253571  ]
 [-0.054337    0.83315998 -0.217346  ]
 [-0.126785    0.851273   -0.16301   ]
 ..., 
 [-0.217346    1.08673096 -0.181122  ]
 [-0.126785    1.01428199 -0.090561  ]
 [-0.018112    0.88749701 -0.054337  ]]"
322,"[[-0.090561   -2.30024695  0.434692  ]
 [ 0.81504798 -2.24591088 -1.48519897]
 [ 1.213516   -2.30024695 -1.64820898]
 ..., 
 [ 0.181122    0.090561   -0.45280501]
 [ 0.38035601  0.19923399 -0.217346  ]
 [ 0.525253    0.27168301 -0.090561  ]]"
323,"[[ 0.090561   -1.01428199 -0.39846799]
 [ 0.090561   -0.88749701 -0.45280501]
 [ 0.036224   -0.79693598 -0.38035601]
 ..., 
 [ 0.072449   -1.919891   -0.434692  ]
 [ 0.072449   -2.01045203 -0.34413099]
 [-0.018112   -1.70254505 -0.27168301]]"
324,"[[ 0.181122    0.108673    0.090561  ]
 [ 0.018112    0.126785    0.41657999]
 [-0.054337    0.126785    0.63392597]
 ..., 
 [ 0.50714099 -0.77882397 -0.56147802]
 [-0.36224401 -1.24974096 -1.73877001]
 [-0.72448701 -1.61198401 -0.38035601]]"
325,"[[ 0.061      -0.008      -0.122     ]
 [-0.008      -0.052      -0.07      ]
 [-0.07       -0.043      -0.07      ]
 ..., 
 [ 0.30599999  0.97100002 -0.866     ]
 [ 0.463       0.73500001 -1.01499999]
 [ 0.67299998 -0.56       -4.079     ]]"
326,"[[-0.108673    1.30407703 -0.30790699]
 [-0.054337    1.08673096 -0.19923399]
 [-0.090561    0.90560901 -0.108673  ]
 ..., 
 [-0.38035601  1.26785302  0.99616998]
 [-0.81504798  2.3183589  -0.76071203]
 [-0.79693598  2.3183589  -0.525253  ]]"
327,"[[-0.072449   -1.03239405 -0.090561  ]
 [-0.090561   -1.03239405 -0.090561  ]
 [-0.072449   -1.03239405 -0.090561  ]
 ..., 
 [-0.126785   -1.01428199 -0.072449  ]
 [-0.144897   -1.01428199 -0.090561  ]
 [-0.144897   -1.01428199 -0.090561  ]]"
328,"[[ 0.018112   -0.543365   -0.19923399]
 [-0.036224   -0.543365   -0.217346  ]
 [-0.036224   -0.56147802 -0.253571  ]
 ..., 
 [ 0.090561   -0.63392597 -0.32601899]
 [ 0.018112   -0.59770203 -0.30790699]
 [-0.036224   -0.56147802 -0.34413099]]"
329,"[[ 0.018112   -0.851273   -0.28979501]
 [ 0.018112   -0.88749701 -0.253571  ]
 [ 0.036224   -0.94183302 -0.235458  ]
 ..., 
 [-0.054337   -0.851273   -0.65203899]
 [ 0.090561   -0.79693598 -0.59770203]
 [ 0.181122   -0.81504798 -0.525253  ]]"
330,"[[ 0.126785   -1.08673096 -0.018112  ]
 [ 0.126785   -1.10484302 -0.018112  ]
 [ 0.126785   -1.08673096 -0.036224  ]
 ..., 
 [ 0.126785   -1.08673096 -0.090561  ]
 [ 0.108673   -1.06861901 -0.090561  ]
 [ 0.090561   -1.08673096 -0.090561  ]]"
331,"[[-1.03239405 -2.3183589   0.108673  ]
 [-0.27168301 -2.3183589  -0.217346  ]
 [ 0.         -2.3183589  -0.34413099]
 ..., 
 [-0.27168301 -1.81121802  0.181122  ]
 [-0.56147802 -2.26402307  0.108673  ]
 [-0.99616998 -2.3183589  -0.144897  ]]"
332,"[[ 0.054337   -1.01428199 -0.34413099]
 [ 0.072449   -0.99616998 -0.34413099]
 [ 0.054337   -1.05050695 -0.36224401]
 ..., 
 [ 0.32601899 -0.99616998 -0.253571  ]
 [ 0.34413099 -0.99616998 -0.181122  ]
 [ 0.32601899 -0.99616998 -0.235458  ]]"
333,"[[ 2.30024695  0.39846799  0.869385  ]
 [ 2.30024695  1.05050695  0.34413099]
 [ 2.30024695  0.19923399  0.072449  ]
 ..., 
 [ 0.036224    0.126785   -0.34413099]
 [ 0.144897    0.018112   -0.45280501]
 [ 0.28979501 -0.28979501 -0.36224401]]"
334,"[[-0.018112    0.253571    0.434692  ]
 [-0.090561    0.072449    0.72448701]
 [-0.16301    -0.126785    1.03239405]
 ..., 
 [ 0.65203899  1.32218897 -1.08673096]
 [ 0.65203899  0.670151    0.30790699]
 [ 0.16301     0.45280501  0.706375  ]]"
335,"[[ 0.59770203 -1.55764794  1.35841405]
 [ 0.39846799 -1.919891    1.05050695]
 [-0.235458   -1.90177906  0.39846799]
 ..., 
 [ 0.99616998 -0.79693598 -0.28979501]
 [ 0.97805798 -0.72448701 -0.144897  ]
 [ 0.688263   -0.41657999 -0.16301   ]]"
336,"[[-2.3183589  -2.3183589  -0.61581397]
 [-1.32218897 -2.3183589   0.090561  ]
 [-1.44897497 -2.11912489 -0.108673  ]
 ..., 
 [ 0.16301    -0.95994598 -0.63392597]
 [ 0.19923399 -0.99616998 -0.61581397]
 [ 0.235458   -1.01428199 -0.61581397]]"
337,"[[-0.144897    0.851273    0.688263  ]
 [-0.144897    0.88749701  0.56147802]
 [-0.108673    0.92372102  0.41657999]
 ..., 
 [-0.59770203  0.851273   -0.97805798]
 [-0.28979501  0.32601899 -0.74259901]
 [-0.181122    0.16301    -0.39846799]]"
338,"[[ 0.271       0.80500001  0.061     ]
 [ 0.26199999  0.787       0.07      ]
 [ 0.25299999  0.76999998  0.087     ]
 ..., 
 [ 0.58600003  1.12        0.017     ]
 [ 0.56800002  1.01499999  0.035     ]
 [ 0.56800002  0.94499999  0.052     ]]"
339,"[[-0.28979501 -1.41275001 -0.41657999]
 [-0.434692   -1.46708703 -0.34413099]
 [-0.57959002 -1.52142298 -0.30790699]
 ..., 
 [ 0.19923399 -1.14106798 -0.30790699]
 [ 0.054337   -1.26785302 -0.16301   ]
 [-0.16301    -1.34030199 -0.018112  ]]"
340,"[[ 0.35800001  0.75199997  0.017     ]
 [ 0.29699999  0.76999998  0.017     ]
 [ 0.236       0.796       0.026     ]
 ..., 
 [ 0.44600001  0.796       0.07      ]
 [ 0.39300001  0.778       0.087     ]
 [ 0.35800001  0.75199997  0.105     ]]"
341,"[[-0.69099998  3.14100003 -0.88300002]
 [-0.40200001  2.78200006 -0.796     ]
 [-0.087       2.24799991 -0.69999999]
 ..., 
 [ 0.192       2.20499992 -0.75199997]
 [ 0.21799999  2.12599993 -0.85699999]
 [ 0.192       2.4059999  -0.98000002]]"
342,"[[-0.56147802 -0.054337    0.45280501]
 [-0.525253   -0.126785    0.090561  ]
 [-0.45280501 -0.126785   -0.126785  ]
 ..., 
 [-0.59770203  1.41275001 -2.30024695]
 [-0.59770203  1.30407703 -2.30024695]
 [-0.65203899  1.50331104 -1.73877001]]"
343,"[[-0.45280501 -0.851273    0.054337  ]
 [-0.45280501 -0.851273    0.054337  ]
 [-0.45280501 -0.869385    0.072449  ]
 ..., 
 [ 0.56147802 -0.851273    0.126785  ]
 [ 0.688263   -0.851273    0.126785  ]
 [ 0.706375   -0.869385   -0.108673  ]]"
344,"[[-0.27168301 -0.036224    0.434692  ]
 [-0.38035601 -0.036224    0.48902899]
 [-0.32601899 -0.072449    0.30790699]
 ..., 
 [ 0.95994598 -1.55764794 -0.144897  ]
 [ 0.76071203 -0.253571   -2.30024695]
 [ 1.05050695 -1.26785302 -2.30024695]]"
345,"[[ 0.15700001  0.787      -0.26199999]
 [ 0.192       0.787      -0.26199999]
 [ 0.227       0.73500001 -0.25299999]
 ..., 
 [ 0.236       0.67299998 -0.148     ]
 [ 0.21799999  0.64700001 -0.175     ]
 [ 0.236       0.866      -0.20999999]]"
346,"[[ 0.105       0.043       0.061     ]
 [ 0.061       0.061       0.061     ]
 [ 0.052       0.087       0.087     ]
 ..., 
 [-0.078       0.91799998 -0.28799999]
 [ 0.315       1.04100001 -0.183     ]
 [ 0.53299999  1.07599998  0.026     ]]"
347,"[[-0.061       1.13699996  0.052     ]
 [-0.078       1.18099999  0.07      ]
 [-0.087       1.25100005  0.096     ]
 ..., 
 [ 0.096       1.30299997 -0.52499998]
 [ 0.008       1.28600001 -0.49000001]
 [ 0.122       1.19000006 -0.33199999]]"
348,"[[ 0.253571   -1.01428199 -0.235458  ]
 [ 0.30790699 -1.01428199 -0.253571  ]
 [ 0.235458   -0.94183302 -0.253571  ]
 ..., 
 [ 0.38035601 -0.99616998 -0.38035601]
 [ 0.30790699 -1.01428199 -0.434692  ]
 [ 0.27168301 -0.99616998 -0.434692  ]]"
349,"[[-0.035       1.15499997 -0.008     ]
 [ 0.035       0.99699998  0.14      ]
 [ 0.183       0.92699999  0.271     ]
 ..., 
 [ 0.99699998  2.02099991  0.15700001]
 [ 0.796       1.671       0.14      ]
 [ 0.463       1.66199994  0.017     ]]"
350,"[[-0.88749701 -0.525253   -0.34413099]
 [-0.851273   -0.50714099 -0.34413099]
 [-0.81504798 -0.525253   -0.36224401]
 ..., 
 [ 0.45280501 -0.77882397 -0.851273  ]
 [ 0.41657999 -0.81504798 -0.869385  ]
 [ 0.38035601 -0.76071203 -0.74259901]]"
351,"[[-0.34413099  0.94183302 -0.108673  ]
 [-0.34413099  0.92372102 -0.16301   ]
 [-0.34413099  0.94183302 -0.16301   ]
 ..., 
 [-0.018112    1.213516   -0.126785  ]
 [-0.16301     1.15918005 -0.144897  ]
 [-0.235458    1.05050695 -0.054337  ]]"
352,"[[-0.217346   -1.06861901 -0.018112  ]
 [-0.036224   -0.77882397  0.38035601]
 [ 0.108673   -0.65203899  0.45280501]
 ..., 
 [ 0.28979501 -1.24974096 -1.213516  ]
 [ 0.181122   -1.63009596 -1.48519897]
 [-0.144897   -1.84744298 -1.52142298]]"
353,"[[ 0.91000003  1.38199997  0.40200001]
 [ 0.80500001  1.36500001  0.428     ]
 [ 0.59500003  1.28600001  0.44600001]
 ..., 
 [ 0.39300001  0.99699998  0.32300001]
 [ 0.34999999  0.92699999  0.236     ]
 [ 0.29699999  0.88300002  0.16599999]]"
354,"[[ 0.15700001  1.00600004 -0.035     ]
 [ 0.15700001  1.01499999 -0.035     ]
 [ 0.16599999  1.01499999 -0.035     ]
 ..., 
 [ 0.14        1.023      -0.078     ]
 [ 0.131       1.01499999 -0.087     ]
 [ 0.131       1.01499999 -0.087     ]]"
355,"[[-0.090561   -1.26785302  0.39846799]
 [-0.181122   -1.19540405  0.65203899]
 [-0.072449   -1.14106798  0.688263  ]
 ..., 
 [-0.16301    -0.92372102 -0.126785  ]
 [-0.090561   -0.94183302 -0.34413099]
 [-0.054337   -1.01428199 -0.41657999]]"
356,"[[-0.078 -0.078  0.131]
 [-0.017  0.     0.026]
 [ 0.175 -0.026  0.061]
 ..., 
 [-0.078 -0.105 -0.026]
 [-0.052 -0.052 -0.07 ]
 [ 0.096  0.07   0.087]]"
357,"[[ 0.90560901 -1.46708703 -0.108673  ]
 [ 1.213516   -1.95611596  0.054337  ]
 [ 1.34030199 -2.3183589   0.235458  ]
 ..., 
 [ 0.74259901  0.28979501  0.50714099]
 [ 0.688263    0.41657999  0.38035601]
 [ 0.65203899  0.36224401  0.217346  ]]"
358,"[[-0.108673   -1.68443298 -1.24974096]
 [-0.688263   -1.32218897 -1.19540405]
 [-0.670151   -1.03239405 -0.41657999]
 ..., 
 [ 0.94183302 -1.17729199 -0.59770203]
 [ 0.34413099 -1.05050695 -0.19923399]
 [-0.018112   -0.88749701  0.144897  ]]"
359,"[[ 0.38035601  0.28979501  0.253571  ]
 [ 0.41657999  0.39846799  0.34413099]
 [ 0.56147802  0.434692    0.45280501]
 ..., 
 [-0.434692   -0.90560901  0.94183302]
 [-0.39846799 -0.99616998  0.81504798]
 [-0.34413099 -1.12295496  0.56147802]]"
360,"[[-1.46708703 -2.3183589   0.34413099]
 [-0.90560901 -2.3183589  -0.28979501]
 [-0.217346   -2.3183589  -0.57959002]
 ..., 
 [ 1.50331104 -2.3183589  -0.217346  ]
 [ 0.81504798 -2.3183589  -0.27168301]
 [ 0.63392597 -2.3183589  -0.235458  ]]"
361,"[[-0.14        0.315      -0.148     ]
 [-0.271       0.41100001 -0.38499999]
 [-0.41999999  0.428       0.07      ]
 ..., 
 [-0.41100001  1.79299998 -1.72300005]
 [-1.11099994  2.45000005 -1.29499996]
 [-1.61000001  2.41499996 -0.97100002]]"
362,"[[-0.036224   -1.08673096  0.018112  ]
 [-0.054337   -1.06861901  0.036224  ]
 [-0.036224   -1.06861901  0.054337  ]
 ..., 
 [ 0.090561   -1.10484302 -0.235458  ]
 [ 0.126785   -1.12295496 -0.16301   ]
 [ 0.16301    -1.12295496 -0.072449  ]]"
363,"[[ 1.16299999  1.64499998  0.15700001]
 [ 0.97100002  1.75800002  0.052     ]
 [ 0.73500001  1.62699997  0.043     ]
 ..., 
 [ 0.061       0.76999998  0.017     ]
 [ 0.078       0.81300002  0.026     ]
 [ 0.061       0.875      -0.008     ]]"
364,"[[-0.235458   -1.05050695  0.036224  ]
 [-0.217346   -1.05050695  0.036224  ]
 [-0.235458   -1.05050695  0.036224  ]
 ..., 
 [-0.235458   -1.03239405  0.036224  ]
 [-0.217346   -1.03239405  0.036224  ]
 [-0.235458   -1.05050695  0.054337  ]]"
365,"[[-0.126785   -0.072449    0.38035601]
 [-0.072449   -0.126785    0.144897  ]
 [-0.144897   -0.108673   -0.036224  ]
 ..., 
 [ 0.090561   -0.217346    0.38035601]
 [-0.090561   -0.054337    0.34413099]
 [-0.16301    -0.072449    0.217346  ]]"
366,"[[ 0.054337   -1.06861901 -0.47091699]
 [ 0.072449   -1.08673096 -0.217346  ]
 [ 0.072449   -1.05050695  0.217346  ]
 ..., 
 [ 0.38035601 -1.28596497 -0.34413099]
 [ 0.32601899 -1.30407703 -0.28979501]
 [ 0.072449   -1.26785302 -0.19923399]]"
367,"[[ 0.796       1.49600005  0.20999999]
 [ 0.62099999  1.37300003  0.175     ]
 [ 0.40200001  1.33800006  0.087     ]
 ..., 
 [ 0.30599999  1.11099994 -0.245     ]
 [ 0.21799999  1.03199995 -0.227     ]
 [ 0.113       0.91000003 -0.21799999]]"
368,"[[ 0.53299999  1.25999999 -0.113     ]
 [ 0.59500003  1.35599995 -0.227     ]
 [ 0.463       1.36500001 -0.236     ]
 ..., 
 [-0.078       0.56800002 -0.29699999]
 [-0.148       0.65600002 -0.35800001]
 [-0.21799999  0.76999998 -0.428     ]]"
369,"[[ 0.16301    -1.41275001 -0.072449  ]
 [ 0.144897   -1.35841405 -0.19923399]
 [ 0.054337   -1.23162794 -0.83315998]
 ..., 
 [-0.36224401 -1.24974096 -0.018112  ]
 [-0.30790699 -1.01428199 -0.108673  ]
 [-0.253571   -0.76071203  0.        ]]"
370,"[[ 0.19923399  0.19923399  0.018112  ]
 [ 0.126785    0.217346    0.108673  ]
 [ 0.054337    0.181122    0.235458  ]
 ..., 
 [-0.108673   -1.10484302 -0.27168301]
 [-0.036224   -1.14106798 -0.39846799]
 [-0.036224   -1.19540405 -0.59770203]]"
371,"[[-0.108673   -1.08673096 -0.217346  ]
 [-0.072449   -1.08673096 -0.235458  ]
 [-0.090561   -1.06861901 -0.235458  ]
 ..., 
 [-0.144897   -1.05050695 -0.19923399]
 [-0.126785   -1.06861901 -0.217346  ]
 [-0.126785   -1.05050695 -0.19923399]]"
